query,name,google_id,place_id,location_link,reviews_link,reviews_per_score,reviews,rating,review_id,author_link,author_title,author_id,author_image,review_text,review_img_url,review_img_urls,owner_answer,owner_answer_timestamp,owner_answer_timestamp_datetime_utc,review_link,review_rating,review_timestamp,review_datetime_utc,review_likes,reviews_id
"restaurant, dublin",FIRE Steakhouse & Bar,0x48670e9baf2ed897:0xa78bc9f5604e6175,ChIJl9gur5sOZ0gRdWFOYPXJi6c,"https://www.google.com/maps/place/FIRE+Steakhouse+%26+Bar/@53.3405397,-6.257922199999999,14z/data=!4m8!1m2!2m1!1sFIRE+Steakhouse+%26+Bar!3m4!1s0x48670e9baf2ed897:0xa78bc9f5604e6175!8m2!3d53.3405397!4d-6.257922199999999","https://search.google.com/local/reviews?placeid=ChIJl9gur5sOZ0gRdWFOYPXJi6c&q=restaurant,+dublin&authuser=0&hl=en&gl=US","{""1"": 95, ""2"": 101, ""3"": 250, ""4"": 656, ""5"": 1849}",2951,4.4,ChZDSUhNMG9nS0VJQ0FnSURScjhhVlNBEAE,https://www.google.com/maps/contrib/101081381838611939091?hl=en-US,Leahh Thompson,1.01081E+20,https://lh3.googleusercontent.com/a-/AD_cMMT5UVXjSJJEqD1RdjE4Tnw6m4fA3QxF-3jGGWc4jqJ99lk=s120-c-rp-mo-br100,"This place is absolutely outstanding. It was a birthday dinner for my boyfriend and it definitely did not disappoint. The food from start to finish was immaculate, flavors were to die for and fab cocktails too. The service from the moment we walked in was great, as soon as we were through the door there was someone greeting us. The attention and care for their customer service was top quality, they even helped me organize a birthday dessert for him at the end. Highly recommend for a special occasion, with the price range it wouldn't suit a standard date night (for most people).",https://lh5.googleusercontent.com/p/AF1QipMWTURzRflUAhAgQP57jei0IwBpYX6n3_mmLK3B,"https://lh5.googleusercontent.com/p/AF1QipMWTURzRflUAhAgQP57jei0IwBpYX6n3_mmLK3B, https://lh5.googleusercontent.com/p/AF1QipMUnQE2tHmkerIANKmF62NUbCEG4G4qLIfZFZXA, https://lh5.googleusercontent.com/p/AF1QipN_ICIzcM4rq48hC07lLK6aKVXivBvT2ox5Dkcl",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURScjhhVlNBEAE!2m1!1s0x0:0xa78bc9f5604e6175!3m1!1s2@1:CIHM0ogKEICAgIDRr8aVSA%7CCgwIitHaogYQ8JTmxwM%7C?hl=en-US,5,1683400842,05/06/2023 19:20,0,-6.37378E+18
"restaurant, dublin",FIRE Steakhouse & Bar,0x48670e9baf2ed897:0xa78bc9f5604e6175,ChIJl9gur5sOZ0gRdWFOYPXJi6c,"https://www.google.com/maps/place/FIRE+Steakhouse+%26+Bar/@53.3405397,-6.257922199999999,14z/data=!4m8!1m2!2m1!1sFIRE+Steakhouse+%26+Bar!3m4!1s0x48670e9baf2ed897:0xa78bc9f5604e6175!8m2!3d53.3405397!4d-6.257922199999999","https://search.google.com/local/reviews?placeid=ChIJl9gur5sOZ0gRdWFOYPXJi6c&q=restaurant,+dublin&authuser=0&hl=en&gl=US","{""1"": 95, ""2"": 101, ""3"": 250, ""4"": 656, ""5"": 1849}",2951,4.4,ChdDSUhNMG9nS0VJQ0FnSUNKdnJLY3RnRRAB,https://www.google.com/maps/contrib/110567517905736358620?hl=en-US,Rui Saraiva,1.10568E+20,https://lh3.googleusercontent.com/a/AAcHTtc6xvw9EuKqEoKgpT9hbSv-bmF_znOpoTW3wVgt0nu9zw=s120-c-rp-mo-ba3-br100,Excellent dinner experience in the city center of Dublin. Book in advance is recommended. You can have the three course meal for a fixed price or a la carte. Highly recommended to take a look at the fine choice of aged meats. Varied and diverse choice of wines,https://lh5.googleusercontent.com/p/AF1QipMcUymWG1QD08TF7rXuf1ZtjIb-gN5GYcAIlJZq,"https://lh5.googleusercontent.com/p/AF1QipMcUymWG1QD08TF7rXuf1ZtjIb-gN5GYcAIlJZq, https://lh5.googleusercontent.com/p/AF1QipNvUdrKExmYwjlKKGBbZPkPE0I8AaPN9tcna7hG, https://lh5.googleusercontent.com/p/AF1QipO0-GoiR2HLi-68IzajGZT1cUiWx0lgc-WxkzLm",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKdnJLY3RnRRAB!2m1!1s0x0:0xa78bc9f5604e6175!3m1!1s2@1:CIHM0ogKEICAgICJvrKctgE%7CCgwImJDvpAYQ8JungAE%7C?hl=en-US,5,1687930904,06/28/2023 05:41:44,1,-6.37378E+18
"restaurant, dublin",FIRE Steakhouse & Bar,0x48670e9baf2ed897:0xa78bc9f5604e6175,ChIJl9gur5sOZ0gRdWFOYPXJi6c,"https://www.google.com/maps/place/FIRE+Steakhouse+%26+Bar/@53.3405397,-6.257922199999999,14z/data=!4m8!1m2!2m1!1sFIRE+Steakhouse+%26+Bar!3m4!1s0x48670e9baf2ed897:0xa78bc9f5604e6175!8m2!3d53.3405397!4d-6.257922199999999","https://search.google.com/local/reviews?placeid=ChIJl9gur5sOZ0gRdWFOYPXJi6c&q=restaurant,+dublin&authuser=0&hl=en&gl=US","{""1"": 95, ""2"": 101, ""3"": 250, ""4"": 656, ""5"": 1849}",2951,4.4,ChZDSUhNMG9nS0VJQ0FnSURoczRuWU1BEAE,https://www.google.com/maps/contrib/114929512895325025846?hl=en-US,Bastable-Warren Irish-Dancers,1.1493E+20,https://lh3.googleusercontent.com/a/AAcHTtcy67IEXJq1cbFVZseYhxNDyBukcoW4xe9tSzae0dK1=s120-c-rp-mo-ba5-br100,"Outstanding from start to finish!

Enjoyed a wonderful evening at Fire.

Service was top notch in the bar and at our table.

Food was beautifully cooked and presentation was superb.

We opted for the 3 course set menu which offered really good value all round. Some of the dishes carry a supplement (the prawns amd the rib eye steak) but they are worth choosing if you like these!

If you like cauliflower then the side order of cauliflower is a must!!

Two cocktails were equally beautiful.

We sat on the terrace and the view of Dawson St as the evening closed in was wonderful.

We look forward to our next visit soon! Thanks to everyone there for a memorable time!",https://lh5.googleusercontent.com/p/AF1QipMrQgJuKIa4Dl4zaPGqI2hZFjgXH923oWKrWrIo,"https://lh5.googleusercontent.com/p/AF1QipMrQgJuKIa4Dl4zaPGqI2hZFjgXH923oWKrWrIo, https://lh5.googleusercontent.com/p/AF1QipMSzARlArQwDpHQCA9rYqmcp287WyTTWYlbGkuP, https://lh5.googleusercontent.com/p/AF1QipN1yTNLTPvCYwkUKOH5cvPELu9oLpM9KzONkSUE, https://lh5.googleusercontent.com/p/AF1QipOltZUB40jB55F_8YxjI3Z29lStD8KnJcNJ2hk4, https://lh5.googleusercontent.com/p/AF1QipOh978_vA7_6DxeVcgZJsCMf6l_lZlw92RI5Vh1, https://lh5.googleusercontent.com/p/AF1QipPlsuFRtQhd9diRAZT-ngrwG9kGG1dcm2cSgIn6",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURoczRuWU1BEAE!2m1!1s0x0:0xa78bc9f5604e6175!3m1!1s2@1:CIHM0ogKEICAgIDhs4nYMA%7CCgwI_4DRoAYQ-OSbnAE%7C?hl=en-US,5,1679048831,03/17/2023 10:27:11,1,-6.37378E+18
"restaurant, dublin",FIRE Steakhouse & Bar,0x48670e9baf2ed897:0xa78bc9f5604e6175,ChIJl9gur5sOZ0gRdWFOYPXJi6c,"https://www.google.com/maps/place/FIRE+Steakhouse+%26+Bar/@53.3405397,-6.257922199999999,14z/data=!4m8!1m2!2m1!1sFIRE+Steakhouse+%26+Bar!3m4!1s0x48670e9baf2ed897:0xa78bc9f5604e6175!8m2!3d53.3405397!4d-6.257922199999999","https://search.google.com/local/reviews?placeid=ChIJl9gur5sOZ0gRdWFOYPXJi6c&q=restaurant,+dublin&authuser=0&hl=en&gl=US","{""1"": 95, ""2"": 101, ""3"": 250, ""4"": 656, ""5"": 1849}",2951,4.4,ChdDSUhNMG9nS0VJQ0FnSUNKLXNhMnpRRRAB,https://www.google.com/maps/contrib/107293740016502692698?hl=en-US,Laura Vaughan,1.07294E+20,https://lh3.googleusercontent.com/a/AAcHTteybp7YI1wdkTu_5bY3KoY03vbGc1Ev5ZszO2jw_zD_=s120-c-rp-mo-br100,Called in on a Saturday without a booking with my daughter. We were accommodated and brought to a terrace table. View was great and staff were excellent. My daughter who can be a tad fussy was thrilled with her food even though it was on a kids menu it looked like a grown up lunch. The food was fresh and tasty toilets were spotless and staff were brilliant. Thank you for making our day,https://lh5.googleusercontent.com/p/AF1QipOCqJXk55A4JfynceTDU5Q2AoXHk-G8Pel8A2Ea,"https://lh5.googleusercontent.com/p/AF1QipOCqJXk55A4JfynceTDU5Q2AoXHk-G8Pel8A2Ea, https://lh5.googleusercontent.com/p/AF1QipO2A04_GCgjknooXnJwYB7HxtjptLkgQTF-aEW_",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKLXNhMnpRRRAB!2m1!1s0x0:0xa78bc9f5604e6175!3m1!1s2@1:CIHM0ogKEICAgICJ-sa2zQE%7CCgwI6rbipAYQsKa3sgM%7C?hl=en-US,5,1687722858,06/25/2023 19:54:18,0,-6.37378E+18
"restaurant, dublin",FIRE Steakhouse & Bar,0x48670e9baf2ed897:0xa78bc9f5604e6175,ChIJl9gur5sOZ0gRdWFOYPXJi6c,"https://www.google.com/maps/place/FIRE+Steakhouse+%26+Bar/@53.3405397,-6.257922199999999,14z/data=!4m8!1m2!2m1!1sFIRE+Steakhouse+%26+Bar!3m4!1s0x48670e9baf2ed897:0xa78bc9f5604e6175!8m2!3d53.3405397!4d-6.257922199999999","https://search.google.com/local/reviews?placeid=ChIJl9gur5sOZ0gRdWFOYPXJi6c&q=restaurant,+dublin&authuser=0&hl=en&gl=US","{""1"": 95, ""2"": 101, ""3"": 250, ""4"": 656, ""5"": 1849}",2951,4.4,ChdDSUhNMG9nS0VJQ0FnSUR4OGFfVTNnRRAB,https://www.google.com/maps/contrib/106716989591694159315?hl=en-US,Adriana Tonito,1.06717E+20,https://lh3.googleusercontent.com/a/AAcHTtfAGphgpv2dIJGIqvpiYW26Y7tdFRrvxR8c-1k-v6LJ=s120-c-rp-mo-ba2-br100,"We went today for lunch, food was amazing! The place is incredible and the serve was really good. Alex (from Greece) served us and he was very very attentive, very good looking at other tables, he said is new but he looked very calm and confident, definitely this is our new fav restaurant",https://lh5.googleusercontent.com/p/AF1QipP7KUylDoHedm6_yZL0u5fXZLpjCFChsRne2Yxs,"https://lh5.googleusercontent.com/p/AF1QipP7KUylDoHedm6_yZL0u5fXZLpjCFChsRne2Yxs, https://lh5.googleusercontent.com/p/AF1QipP6GTUSNaQLi_uWBuG9D3J0nzP8rU2R1TsK83Cm",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR4OGFfVTNnRRAB!2m1!1s0x0:0xa78bc9f5604e6175!3m1!1s2@1:CIHM0ogKEICAgIDx8a_U3gE%7CCgwImdCSpAYQ4KPKyQI%7C?hl=en-US,5,1686415385,06/10/2023 16:43,0,-6.37378E+18
"restaurant, dublin",FIRE Steakhouse & Bar,0x48670e9baf2ed897:0xa78bc9f5604e6175,ChIJl9gur5sOZ0gRdWFOYPXJi6c,"https://www.google.com/maps/place/FIRE+Steakhouse+%26+Bar/@53.3405397,-6.257922199999999,14z/data=!4m8!1m2!2m1!1sFIRE+Steakhouse+%26+Bar!3m4!1s0x48670e9baf2ed897:0xa78bc9f5604e6175!8m2!3d53.3405397!4d-6.257922199999999","https://search.google.com/local/reviews?placeid=ChIJl9gur5sOZ0gRdWFOYPXJi6c&q=restaurant,+dublin&authuser=0&hl=en&gl=US","{""1"": 95, ""2"": 101, ""3"": 250, ""4"": 656, ""5"": 1849}",2951,4.4,ChdDSUhNMG9nS0VJQ0FnSUNSeTZ5dHpnRRAB,https://www.google.com/maps/contrib/115179022468296226858?hl=en-US,Tom Duggan,1.15179E+20,https://lh3.googleusercontent.com/a/AAcHTte828Mkk8FfUSzoahJSW6Y4dvnEX2Mg7CAhrhC35Hi5=s120-c-rp-mo-ba4-br100,"Such a great experience and the food was of course, outstanding. The building itself was beautiful, a great setting and the inside exactly the same, creating a vibrant yet sophisticated atmosphere.
All our food was exceptional and the service matched at every point from the moment you walk in. Very tentative. Unfortunately towards the end of the night, this did die off with staff members finishing their shifts and we had to wait a long time for someone to ask and then indeed follow up on the dessert order and the bill.
However I was pleasantly surprised when two small complimentary puddings were delivered for two members of the party who we’re celebrating their birthday. Great little touch.
Price is hight but not extortionate for a restaurant of this quality. You get what you pay for.
Overall a must if your visiting this fantastic city.",https://lh5.googleusercontent.com/p/AF1QipPXPGH7XG-h9C8mF0RVLNFAlIjDwGX3D85r-wym,"https://lh5.googleusercontent.com/p/AF1QipPXPGH7XG-h9C8mF0RVLNFAlIjDwGX3D85r-wym, https://lh5.googleusercontent.com/p/AF1QipMAxnQwmBv_ff4C1y9ulUvlwUTgdMwW2sIWwI0e",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNSeTZ5dHpnRRAB!2m1!1s0x0:0xa78bc9f5604e6175!3m1!1s2@1:CIHM0ogKEICAgICRy6ytzgE%7CCgwIqLPRoQYQgN_sgAM%7C?hl=en-US,5,1681152424,04/10/2023 18:47,1,-6.37378E+18
"restaurant, dublin",FIRE Steakhouse & Bar,0x48670e9baf2ed897:0xa78bc9f5604e6175,ChIJl9gur5sOZ0gRdWFOYPXJi6c,"https://www.google.com/maps/place/FIRE+Steakhouse+%26+Bar/@53.3405397,-6.257922199999999,14z/data=!4m8!1m2!2m1!1sFIRE+Steakhouse+%26+Bar!3m4!1s0x48670e9baf2ed897:0xa78bc9f5604e6175!8m2!3d53.3405397!4d-6.257922199999999","https://search.google.com/local/reviews?placeid=ChIJl9gur5sOZ0gRdWFOYPXJi6c&q=restaurant,+dublin&authuser=0&hl=en&gl=US","{""1"": 95, ""2"": 101, ""3"": 250, ""4"": 656, ""5"": 1849}",2951,4.4,ChZDSUhNMG9nS0VJQ0FnSUNKcVpPLUZBEAE,https://www.google.com/maps/contrib/103765785717620507780?hl=en-US,Branca Galdino,1.03766E+20,https://lh3.googleusercontent.com/a-/AD_cMMTLfbGvLISLjWGPkYYomUtdsBey6qxoMafuxDrFVTD1Ck4=s120-c-rp-mo-br100,"Amazing place. Since the receptionists who receive me whit large smiles to the waiter who help us and guided to order the best plate. My special thanks to Leonardo Bueno. This guy pay attention in each request from our small group and make this meal very special to us.
The food was tasty and delicious, we ate shrimp as entrance that surprise me. As dessert, the lemmon sorbet was perfect whit the irish coffe.
In a luxury saloon, you can spend some time being happy. This will be a great memory about a day that the place will be an essential part and i will really plan to comeback in my next visit to Dublin.",https://lh5.googleusercontent.com/p/AF1QipPkJ7FzHzqO_UMRRleey7UY4d3j15bq3wcW66kV,"https://lh5.googleusercontent.com/p/AF1QipPkJ7FzHzqO_UMRRleey7UY4d3j15bq3wcW66kV, https://lh5.googleusercontent.com/p/AF1QipPLiEBLYMNo3-Ev_nFrILntkKv9mGU3-1W9x8YZ, https://lh5.googleusercontent.com/p/AF1QipOMIfG6LxEWuMGG15mNBO1H3FvnoyjxBOjLFbDb, https://lh5.googleusercontent.com/p/AF1QipPnQIVyAVokZF46V_2ZJmaOidDxN7qnl8ExSffm, https://lh5.googleusercontent.com/p/AF1QipO1ElWFJGqGaV0GT_u-omtpseYOhueqCgdJ24RS",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNKcVpPLUZBEAE!2m1!1s0x0:0xa78bc9f5604e6175!3m1!1s2@1:CIHM0ogKEICAgICJqZO-FA%7CCgwI0vv5pAYQiO3j7QE%7C?hl=en-US,5,1688108498,06/30/2023 07:01:38,1,-6.37378E+18
"restaurant, dublin",FIRE Steakhouse & Bar,0x48670e9baf2ed897:0xa78bc9f5604e6175,ChIJl9gur5sOZ0gRdWFOYPXJi6c,"https://www.google.com/maps/place/FIRE+Steakhouse+%26+Bar/@53.3405397,-6.257922199999999,14z/data=!4m8!1m2!2m1!1sFIRE+Steakhouse+%26+Bar!3m4!1s0x48670e9baf2ed897:0xa78bc9f5604e6175!8m2!3d53.3405397!4d-6.257922199999999","https://search.google.com/local/reviews?placeid=ChIJl9gur5sOZ0gRdWFOYPXJi6c&q=restaurant,+dublin&authuser=0&hl=en&gl=US","{""1"": 95, ""2"": 101, ""3"": 250, ""4"": 656, ""5"": 1849}",2951,4.4,ChdDSUhNMG9nS0VJQ0FnSURCOUxyb29BRRAB,https://www.google.com/maps/contrib/113962170355364822289?hl=en-US,Donna-Marie Kovacic,1.13962E+20,https://lh3.googleusercontent.com/a-/AD_cMMSEfclvQDMr1qn9y7mFdjZZcwWGLDqZX1_Dat9kMXkFpSA=s120-c-rp-mo-ba3-br100,"My husband and I dined here this evening. I have always wanted to try it, and I'm so glad that we were able to go this evening! Our table was booked for 17:30 and, while there weren't many full tables at that time, there was still some great vibes and atmosphere. Food was amazing - we ordered from the €60 set menu + €15 surcharge for my husband's steak. Food was cooked really well, extremely tasty, and portions were deceivingly generous. Service was impeccable; formal but I really liked that. Our waiter was absolutely fantastic. Tables were large, and plenty of room between tables so you could have a private conversation with ease. As soon as I walked in the door, I felt like I was in an experience. I would absolutely dine here again.",https://lh5.googleusercontent.com/p/AF1QipNnD9RIjAvjcaQUHo1IRLFzMbuf6LfnrEBEnZLb,"https://lh5.googleusercontent.com/p/AF1QipNnD9RIjAvjcaQUHo1IRLFzMbuf6LfnrEBEnZLb, https://lh5.googleusercontent.com/p/AF1QipMg7JcYb7zwlNf4GdOKYKYBlpWdJor17jR7Yh2b, https://lh5.googleusercontent.com/p/AF1QipOgHKjCJGqUtEeWbeca9wfP4Gloqg3sN2AORAjE",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCOUxyb29BRRAB!2m1!1s0x0:0xa78bc9f5604e6175!3m1!1s2@1:CIHM0ogKEICAgIDB9LrooAE%7CCgwIgPyBngYQ0OaYkgI%7C?hl=en-US,5,1673559552,01/12/2023 21:39,1,-6.37378E+18
"restaurant, dublin",FIRE Steakhouse & Bar,0x48670e9baf2ed897:0xa78bc9f5604e6175,ChIJl9gur5sOZ0gRdWFOYPXJi6c,"https://www.google.com/maps/place/FIRE+Steakhouse+%26+Bar/@53.3405397,-6.257922199999999,14z/data=!4m8!1m2!2m1!1sFIRE+Steakhouse+%26+Bar!3m4!1s0x48670e9baf2ed897:0xa78bc9f5604e6175!8m2!3d53.3405397!4d-6.257922199999999","https://search.google.com/local/reviews?placeid=ChIJl9gur5sOZ0gRdWFOYPXJi6c&q=restaurant,+dublin&authuser=0&hl=en&gl=US","{""1"": 95, ""2"": 101, ""3"": 250, ""4"": 656, ""5"": 1849}",2951,4.4,ChdDSUhNMG9nS0VJQ0FnSUNSbmZmZzd3RRAB,https://www.google.com/maps/contrib/104082941067822591848?hl=en-US,Santiago Magra,1.04083E+20,https://lh3.googleusercontent.com/a-/AD_cMMTks2UNMqXOKWm6vU3lCN5V2iTR_Wl3JbHn9rr27Mvkjygq=s120-c-rp-mo-ba4-br100,"Great food and very good service. It's one like higher Level on the average in Dublin.

We were 6 people with a baby. We have the Saturday menu of 40€ with 3 plates, starter, main and dessert. +15€ for the Rib Eye but it's worth it.

The service are aware of you and taking care of you and that you are not missing anything.

The place beautiful.",https://lh5.googleusercontent.com/p/AF1QipPSZfrSNengyPCajY8MuAaqtPViN66BDWNACman,"https://lh5.googleusercontent.com/p/AF1QipPSZfrSNengyPCajY8MuAaqtPViN66BDWNACman, https://lh5.googleusercontent.com/p/AF1QipNliusf3enNdkTV_vk8Rq9PZ_1r5HDFkcA6E0DJ, https://lh5.googleusercontent.com/p/AF1QipNx7pg_q_ul2tlzKo0U2FmMwrDfbkFB6voJqXuD",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNSbmZmZzd3RRAB!2m1!1s0x0:0xa78bc9f5604e6175!3m1!1s2@1:CIHM0ogKEICAgICRnffg7wE%7CCgsIvf_FoQYQ6MPDYA%7C?hl=en-US,5,1680965565,04/08/2023 14:52,0,-6.37378E+18
"restaurant, dublin",FIRE Steakhouse & Bar,0x48670e9baf2ed897:0xa78bc9f5604e6175,ChIJl9gur5sOZ0gRdWFOYPXJi6c,"https://www.google.com/maps/place/FIRE+Steakhouse+%26+Bar/@53.3405397,-6.257922199999999,14z/data=!4m8!1m2!2m1!1sFIRE+Steakhouse+%26+Bar!3m4!1s0x48670e9baf2ed897:0xa78bc9f5604e6175!8m2!3d53.3405397!4d-6.257922199999999","https://search.google.com/local/reviews?placeid=ChIJl9gur5sOZ0gRdWFOYPXJi6c&q=restaurant,+dublin&authuser=0&hl=en&gl=US","{""1"": 95, ""2"": 101, ""3"": 250, ""4"": 656, ""5"": 1849}",2951,4.4,ChZDSUhNMG9nS0VJQ0FnSUR4aXRPeWRnEAE,https://www.google.com/maps/contrib/114165805967304085294?hl=en-US,Let's Eat Houston,1.14166E+20,https://lh3.googleusercontent.com/a-/AD_cMMQM1i61LKLjEJyRicDZzdLGqxxYsmY3kg0uUmnTM-LkgAOv=s120-c-rp-mo-ba5-br100,"Beautiful restaurant with stellar service and excellent food. We came for dinner on a Thursday with a reservation we made the day before. We ordered the 3 course early bird special, which is a great deal considering the fantastic quality of the food.

Service: Our waiters were attentive and nice, and they gave us some good recommendations from the menu.

Food: We ordered the chicken caesar salad, Connemara rock oysters, prime sirloin center cut, wood-fired tiger prawns, chocolate fromboise, and Irish cheeseboard. All of them were delicious and served fresh, and the portions were big! The oysters were particularly excellent.

Drinks: We got the Noperol Spritz and Mango Caipirinha. They were both refreshing and a great complement to the meal.

Ambience: The restaurant is in a prime location right beside Grafton street and St. Stephen's Green. It is enormous and spacious, with a beautiful garden and fountain at the front. The inside is very chic and elegant, perfect for a special occasion.",https://lh5.googleusercontent.com/p/AF1QipMJo_tksw0kEX08kX1t4r-n_YuRiQrBLq0arRSU,"https://lh5.googleusercontent.com/p/AF1QipMJo_tksw0kEX08kX1t4r-n_YuRiQrBLq0arRSU, https://lh5.googleusercontent.com/p/AF1QipP41UHWLp1V5RtQHkLm18rJ1PVzFP8E8iUux8RF, https://lh5.googleusercontent.com/p/AF1QipNniem7SdIGlN5XZgXwkziIUghKXoZO8PvH0enm, https://lh5.googleusercontent.com/p/AF1QipMtzmrW3tUKi8tMm1Lz1m59mz3Kjv7QifSNodAD, https://lh5.googleusercontent.com/p/AF1QipPoh6SaJhAu70mZ-FTVQZECPdkb6htI9m1eePKv",,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR4aXRPeWRnEAE!2m1!1s0x0:0xa78bc9f5604e6175!3m1!1s2@1:CIHM0ogKEICAgIDxitOydg%7CCgwIlfH4owYQqNyStwI%7C?hl=en-US,5,1685993621,06/05/2023 19:33,0,-6.37378E+18
